Date,sp500_return,eurusd,vix,petroleo_return,oro_return,tipos_fed,inflacion_usa,inflation_eu,desempleo,tipos_ecb,curva10Y2Y,precio,activo_return,media_movil_3m,media_movil_6m,media_movil_12m,volatilidad_3m,volatilidad_6m,momentum_3m,momentum_6m,momentum_12m,lag_1,lag_2,lag_3,lag_6,lag_12,target
2003-12-31,0.05076554077889206,1.2590018510818481,18.309999465942383,0.06938509111933211,0.04763111137978071,0.98,0.020352035203520247,0.020207059997505272,5.7,1.0,2.43,0.3201546370983124,0.02199787487445759,0.32544825474421185,0.32355063656965893,0.28005436807870865,0.09590352748376717,0.08874179090285314,0.9763447642326355,1.9413038194179535,3.360652416944504,-0.08649989206296016,0.10472941219165666,-0.08359089353807703,0.06183690445661383,-0.07548478396282343,0.05568573810807753
2004-01-31,0.017276386950755285,1.2452058792114258,16.6299991607666,0.016297625210221822,-0.03247534184164658,1.0,0.020262869660460092,0.01834289992513094,5.7,1.0,2.32,0.3379826843738556,0.05568573810807753,0.32380027572313946,0.3272460053364436,0.2902916992704074,0.07430050581567214,0.08134997034461032,0.9714008271694183,1.9634760320186615,3.4835003912448883,0.02199787487445759,-0.08649989206296016,0.10472941219165666,0.10598309616665746,0.002094706789289136,0.06028384022068245
2004-02-29,0.01220897373761054,1.253007173538208,14.550000190734863,0.0,0.0,1.01,0.01688453159041381,0.016654238130748178,5.6,1.0,2.33,0.35835757851600647,0.06028384022068245,0.3388316333293915,0.33051697909832,0.30141544714570045,0.020903866527420708,0.0797223441321475,1.0164948999881744,1.98310187458992,3.6169853657484055,0.05568573810807753,0.02199787487445759,-0.08649989206296016,0.07257917713401563,0.04526416929975019,0.1304341100679156
2004-03-31,-0.01635891961786684,1.231299638748169,16.739999771118164,0.08199694847296102,0.06240670020919192,1.0,0.017400761283306032,0.017175336710737454,5.8,1.0,2.26,0.40509963035583496,0.1304341100679156,0.367146631081899,0.3462974429130554,0.31752054889996845,0.04189176930560433,0.07614406236209874,1.101439893245697,2.0777846574783325,3.8102465867996216,0.06028384022068245,0.05568573810807753,0.02199787487445759,-0.08359089353807703,-0.05796257292038376,-0.04659730882796942
2004-04-30,-0.016790751960348183,1.198293685913086,17.190000534057617,0.04530209235514793,-0.09431310307571206,1.0,0.022925764192139875,0.02085132634176423,5.6,1.0,2.22,0.38622307777404785,-0.04659730882796942,0.38322676221529645,0.35351351896921795,0.33195269107818604,0.08914853116932629,0.07852940233949268,1.1496802866458893,2.1210811138153076,3.9834322929382324,0.1304341100679156,0.06028384022068245,0.05568573810807753,0.10472941219165666,0.005659796704261089,0.08843970475395024
2004-05-31,0.01208345009735412,1.2198989391326904,15.5,0.06688068294713001,0.01808785529715773,1.0,0.028977583378895444,0.024814814814814845,5.6,1.0,2.12,0.42038053274154663,0.08843970475395024,0.4039010802904765,0.37136635680993396,0.34457455078760785,0.09250103458077955,0.06030424736703136,1.2117032408714294,2.228198140859604,4.134894609451294,-0.04659730882796942,0.1304341100679156,0.06028384022068245,-0.08649989206296016,0.26230536062318177,0.15965837754144974
2004-06-30,0.017988998771432563,1.218397855758667,14.34000015258789,-0.07096293267949094,-0.00355328400122934,1.03,0.03167667941015839,0.02404438964241673,5.6,1.0,1.92,0.48749780654907227,0.15965837754144974,0.4313671390215556,0.3992568850517273,0.3614037608106931,0.10476044303589072,0.07182671761415436,1.2941014170646667,2.3955413103103638,4.336845129728317,0.08843970475395024,-0.04659730882796942,0.1304341100679156,0.02199787487445759,0.06183690445661383,-0.006145541625870443
2004-07-31,-0.034290519520026264,1.2016053199768066,15.319999694824219,0.1821862385694215,-0.004075410286911052,1.26,0.02939575394665228,0.02346258335391438,5.5,1.0,1.82,0.4845018684864044,-0.006145541625870443,0.46412673592567444,0.4236767490704854,0.3754613772034645,0.08317592580146763,0.07915373720673287,1.3923802077770233,2.5420604944229126,4.505536526441574,0.15965837754144974,0.08843970475395024,-0.04659730882796942,0.05568573810807753,0.10598309616665746,0.06648118970166106
2004-08-31,0.0022873503233691306,1.2178043127059937,15.289999961853027,0.0,0.0,1.43,0.025474254742547275,0.02392108508014812,5.4,1.0,1.72,0.5167121291160583,0.06648118970166106,0.49623726805051166,0.4500691741704941,0.39029307663440704,0.0831139479352452,0.07913056690427771,1.488711804151535,2.7004150450229645,4.6835169196128845,-0.006145541625870443,0.15965837754144974,0.08843970475395024,0.06028384022068245,0.07257917713401563,0.12351333621179217
2004-09-30,0.009363875526838816,1.2433944940567017,13.34000015258789,0.13333333913956968,0.07084402098984977,1.61,0.025391680172879516,0.021501412949993748,5.4,1.0,1.51,0.580532968044281,0.12351333621179217,0.5272489885489146,0.4793080637852351,0.41280275334914523,0.06498555280598446,0.07803547390859195,1.5817469656467438,2.8758483827114105,4.953633040189743,0.06648118970166106,-0.006145541625870443,0.15965837754144974,0.1304341100679156,-0.08359089353807703,0.3522578199573767
