oro_return,precio,inflacion_usa,volatilidad_6m,lag_3,tipos_ecb,eurusd,activo_return,desempleo,sp500_return,vix,tipos_fed,curva10Y2Y,target
0.010094685250024993,5.017006874084473,0.04935966105947864,0.1961331342223594,0.14781677794746662,3.0,1.57500159740448,-0.11290056448806751,5.6,-0.08596238482631446,23.950000762939453,2.0,1.36,-0.05070491395367893
0.01968522698815911,4.762619972229004,0.054975120783418374,0.13285881936375152,0.21219486336417392,3.25,1.5593082904815674,-0.05070491395367893,5.8,-0.009859371185302779,22.940000534057617,2.01,1.47,0.06656148646497395
-0.09257034069490722,5.07962703704834,0.053080171620912386,0.12138666192796344,0.08508208047725563,3.25,1.4695078134536743,0.06656148646497395,6.1,0.012190464669121548,20.649999618530273,2.0,1.47,-0.3295579075825491
0.054142077746263784,3.4055957794189453,0.04953319875136075,0.18859188818855843,-0.11290056448806751,3.25,1.409641981124878,-0.3295579075825491,6.1,-0.09079143354379215,39.38999938964844,1.81,1.85,-0.053405239838634655
-0.18005035714502649,3.2237191200256348,0.03731057889956513,0.14996876434202083,-0.05070491395367893,3.25,1.2701960802078247,-0.053405239838634655,6.5,-0.16942452401777075,59.88999938964844,0.97,2.45,-0.13867437482518263
0.1386719114213657,2.776671886444092,0.010999174706166848,0.13163935902801036,0.06656148646497395,2.75,1.2675074338912964,-0.13867437482518263,6.8,-0.0748490423387097,55.279998779296875,0.39,1.93,-0.07899001614774803
0.08257775345611007,2.557342529296875,-0.0002222800255385904,0.131862892176793,-0.3295579075825491,2.0,1.3979953527450562,-0.07899001614774803,7.3,0.007821576633499472,40.0,0.16,1.49,0.05600491950977937
0.04945678294983269,2.700566291809082,-0.0011358601902212717,0.1458815366964786,-0.053405239838634655,1.0,1.2850992679595947,0.05600491950977937,7.8,-0.08565734305805428,44.84000015258789,0.15,1.93,-0.009098175721082624
-0.011222360879981408,2.6759960651397705,8.463140671510772e-05,0.1334531731039714,-0.13867437482518263,1.0,1.2678931951522827,-0.009098175721082624,8.3,-0.10993119762019943,46.349998474121094,0.22,2.02,0.17702382790501137
-0.011045439229463105,3.1497111320495605,-0.004464787676623838,0.11181103657588633,-0.07899001614774803,0.5,1.3246963024139404,0.17702382790501137,8.7,0.08540446199532292,44.13999938964844,0.18,1.9,0.19701327227643106
-0.017717899769023826,3.7702460289001465,-0.005763244243767063,0.1356126162707547,0.05600491950977937,0.25,1.323521614074707,0.19701327227643106,9.0,0.09392507914826331,36.5,0.15,2.25,0.0793132070594107
0.09891094013531898,4.069276332855225,-0.01015761495855172,0.10613514773973641,-0.009098175721082624,0.25,1.4120903015136719,0.0793132070594107,9.4,0.05308144638516654,28.920000076293945,0.18,2.55,0.04874447072267496
-0.05281979245178192,4.2676310539245605,-0.012291746182109153,0.0797544013443752,0.17702382790501137,0.25,1.4038830995559692,0.04874447072267496,9.5,0.00019582726560996022,26.350000381469727,0.21,2.42,0.14715977470513253
0.028691659283328397,4.895654678344727,-0.01958761003762277,0.08032063031903454,0.19701327227643106,0.25,1.4260046482086182,0.14715977470513253,9.5,0.07414172714778422,25.920000076293945,0.16,2.39,0.029500438884761282
-0.0020970954958590138,5.040078639984131,-0.014838355663267633,0.07008541279301637,0.0793132070594107,0.25,1.434267520904541,0.029500438884761282,9.6,0.03356018886854417,26.010000228881836,0.16,2.43,0.10189595632315473
0.05915728388235153,5.553642272949219,-0.01377942862886472,0.06270930095760584,0.04874447072267496,0.25,1.465502142906189,0.10189595632315473,9.8,0.03572334572311964,25.610000610351562,0.15,2.36,0.016994921880902902
0.0314483642578125,5.648025989532471,-0.002239682942003385,0.04890214398885961,0.14715977470513253,0.25,1.4732965230941772,0.016994921880902902,10.0,-0.019762000526814205,30.690000534057617,0.12,2.51,0.06053034888227882
0.01858834641154128,5.989902973175049,0.019145871744709275,0.04883406995583895,0.029500438884761282,0.25,1.5038950443267822,0.06053034888227882,9.9,0.05736406145372763,24.510000228881836,0.12,2.54,0.054124361941346066
0.034157507432849066,6.314102649688721,0.028141231232083674,0.04846949159678424,0.10189595632315473,0.25,1.4327058792114258,0.054124361941346066,9.9,0.017770570919338313,21.68000030517578,0.12,2.71,-0.08859654998745248
